번호,candidate_id,canonical_id,한국어명,영문명,category,subcategory,area,address,현재설명여부,최종상태,HOLD이유,source,source_url,후속해결방법
127,gyeongju-GJ01-0153,gyeongju-GJ01-0153,키즈베리 딸기체험장,,attraction,,서악북부권,경상북도 경주시 대경로 4896-4 (서악동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
128,gyeongju-GJ01-0154,gyeongju-GJ01-0154,키즈팜 막내농부,,attraction,,서악북부권,경상북도 경주시 천북면 모아리 839,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
129,gyeongju-GJ01-0155,gyeongju-GJ01-0155,화랑의 언덕(JTBC 캠핑클럽 촬영지),,attraction,,서악북부권,경상북도 경주시 산내면 내일리 산261-1,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
130,gyeongju-GJ01-0156,gyeongju-GJ01-0156,황성공원,,attraction,,서악북부권,경상북도 경주시 원화로 431-12,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
131,gyeongju-GJ01-0157,gyeongju-GJ01-0157,흥덕왕릉,,attraction,,서악북부권,경상북도 경주시 안강읍 육통리 산 42,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
132,gyeongju-GJ01-0158,gyeongju-GJ01-0158,흥무공원,,attraction,,서악북부권,경상북도 경주시 충효동 9-2,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
133,gyeongju-GJ01-0159,gyeongju-GJ01-0159,흥무로,,attraction,,서악북부권,경상북도 경주시 흥무로,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
134,gyeongju-KTO12-126203,gyeongju-KTO12-126203,경주 김유신묘,,attraction,,,경상북도 경주시 충효2길 44-7,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
135,gyeongju-KTO12-126204,gyeongju-KTO12-126204,경주 석빙고,,attraction,,,경상북도 경주시 인왕동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
136,gyeongju-KTO12-126208,gyeongju-KTO12-126208,경주 포석정지,,attraction,,,경상북도 경주시 배동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
137,gyeongju-KTO12-126209,gyeongju-KTO12-126209,금관총,,attraction,,,경상북도 경주시 봉황로 15 (노서동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
138,gyeongju-KTO12-128430,gyeongju-KTO12-128430,옥산 세심마을,,attraction,,,경상북도 경주시 안강읍 옥산서원길 301-3,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
139,gyeongju-KTO12-128634,gyeongju-KTO12-128634,경주 배동 삼릉,,attraction,,,경상북도 경주시 배동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
140,gyeongju-KTO12-128635,gyeongju-KTO12-128635,경주 나정,,attraction,,,경상북도 경주시 탑동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
141,gyeongju-KTO12-128639,gyeongju-KTO12-128639,경주 구정동 방형분,,attraction,,,경상북도 경주시 불국로 15-5 (구정동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
142,gyeongju-KTO12-128652,gyeongju-KTO12-128652,영지석불좌상,,attraction,,,경상북도 경주시 외동읍 괘릉리,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
143,gyeongju-KTO12-128677,gyeongju-KTO12-128677,감포항,,attraction,,,경상북도 경주시 감포읍 감포로,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
144,gyeongju-KTO12-128681,gyeongju-KTO12-128681,경주 신문왕릉,,attraction,,,경상북도 경주시 배반동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
145,gyeongju-KTO12-128682,gyeongju-KTO12-128682,경주 장항리 서 오층석탑,,attraction,,,경상북도 경주시 문무대왕면 장항리,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
146,gyeongju-KTO12-128692,gyeongju-KTO12-128692,경주 배동 석조여래삼존입상,,attraction,,,경상북도 경주시 배동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
147,gyeongju-KTO12-128811,gyeongju-KTO12-128811,더케이경주호텔 스파온천,,attraction,,,경상북도 경주시 엑스포로 45 (신평동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
148,gyeongju-KTO12-129518,gyeongju-KTO12-129518,경주 양동마을 송첨종택,,attraction,,,경상북도 경주시 강동면 양동마을안길 75-6,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
149,gyeongju-KTO12-129522,gyeongju-KTO12-129522,경주 남산동 동·서 삼층석탑,,attraction,,,경상북도 경주시 남산동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
150,gyeongju-KTO12-129524,gyeongju-KTO12-129524,경주 망덕사지,,attraction,,,경상북도 경주시 배반동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
151,gyeongju-KTO12-136208,gyeongju-KTO12-136208,한화리조트 경주,,attraction,,,경상북도 경주시 보문로 182-27 (북군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
152,gyeongju-KTO12-1621714,gyeongju-KTO12-1621714,경주 지마왕릉,,attraction,,,경상북도 경주시 배동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
153,gyeongju-KTO12-1621727,gyeongju-KTO12-1621727,경주 서악동 고분군,,attraction,,,경상북도 경주시 서악동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
154,gyeongju-KTO12-1621734,gyeongju-KTO12-1621734,경주 법흥왕릉,,attraction,,,경상북도 경주시 효현동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
155,gyeongju-KTO12-1621799,gyeongju-KTO12-1621799,경주 헌덕왕릉,,attraction,,,경상북도 경주시 동천동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
156,gyeongju-KTO12-1621809,gyeongju-KTO12-1621809,경주 신무왕릉,,attraction,,,경상북도 경주시 동방동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
157,gyeongju-KTO12-1621820,gyeongju-KTO12-1621820,경주 성덕왕릉,,attraction,,,경상북도 경주시 조양동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
158,gyeongju-KTO12-1621842,gyeongju-KTO12-1621842,경주 효소왕릉,,attraction,,,경상북도 경주시 조양동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
159,gyeongju-KTO12-1957997,gyeongju-KTO12-1957997,구강서원,,attraction,,,경상북도 경주시 안강읍 구강길 68-6,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
160,gyeongju-KTO12-1958053,gyeongju-KTO12-1958053,귀산서원,,attraction,,,경상북도 경주시 현곡면 구산서원길 71-12,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
161,gyeongju-KTO12-1958111,gyeongju-KTO12-1958111,나산서원,,attraction,,,경상북도 경주시 양남면 나산1길 27,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
162,gyeongju-KTO12-1958147,gyeongju-KTO12-1958147,단구서원,,attraction,,,경상북도 경주시 강동면 단구서원길 8-3,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
163,gyeongju-KTO12-1959160,gyeongju-KTO12-1959160,장산서원,,attraction,,,경상북도 경주시 안강읍 옥산서원길 377-2,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
164,gyeongju-KTO12-1959192,gyeongju-KTO12-1959192,직천서원,,attraction,,,경상북도 경주시 안강읍 대동길 176-9,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
165,gyeongju-KTO12-1963773,gyeongju-KTO12-1963773,경주 마우나오션 리조트,,attraction,,,경상북도 경주시 양남면 동남로 1021,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
166,gyeongju-KTO12-2002492,gyeongju-KTO12-2002492,경주 버드파크,,attraction,,,경상북도 경주시 보문로 74-14,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
167,gyeongju-KTO12-2044527,gyeongju-KTO12-2044527,강동 워터파크,,attraction,,,경상북도 경주시 보불로 391 (천군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
168,gyeongju-KTO12-231891,gyeongju-KTO12-231891,경주 정혜사지 십삼층석탑,,attraction,,,경상북도 경주시 안강읍 옥산리,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
169,gyeongju-KTO12-231930,gyeongju-KTO12-231930,성덕대왕신종,,attraction,,,경상북도 경주시 일정로 186 국립경주박물관,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
170,gyeongju-KTO12-2456795,gyeongju-KTO12-2456795,주렁주렁 경주점,,attraction,,,경상북도 경주시 엑스포로 80 (천군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
171,gyeongju-KTO12-250263,gyeongju-KTO12-250263,경주 남산 미륵곡 석조여래좌상,,attraction,,,경상북도 경주시 배반동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
172,gyeongju-KTO12-250266,gyeongju-KTO12-250266,경주 재매정,,attraction,,,경상북도 경주시 교동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
173,gyeongju-KTO12-250267,gyeongju-KTO12-250267,경주 동방동 와요지,,attraction,,,경상북도 경주시 동방동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
174,gyeongju-KTO12-250268,gyeongju-KTO12-250268,경주 골굴암 마애여래좌상,,attraction,,,경상북도 경주시 양북면 기림로 101-5,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
175,gyeongju-KTO12-250270,gyeongju-KTO12-250270,경주 굴불사지 석조사면불상,,attraction,,,경상북도 경주시 산업로 4214-76,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
176,gyeongju-KTO12-250271,gyeongju-KTO12-250271,경주 율동 마애여래삼존입상,,attraction,,,경상북도 경주시 두대안길 69 (율동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
177,gyeongju-KTO12-250274,gyeongju-KTO12-250274,경주 금척리 고분군,,attraction,,,경상북도 경주시 건천읍 금척리,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
178,gyeongju-KTO12-250281,gyeongju-KTO12-250281,경주 인왕동 사지,,attraction,,,경상북도 경주시 인왕동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
179,gyeongju-KTO12-2599772,gyeongju-KTO12-2599772,이상복명과 경주빵 숲머리점,,attraction,,,경상북도 경주시 숲머리길 212 (보문동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
180,gyeongju-KTO12-2609826,gyeongju-KTO12-2609826,경주 쌈밥거리,,attraction,,,경상북도 경주시 계림로 9,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
181,gyeongju-KTO12-2614474,gyeongju-KTO12-2614474,골굴암 타포니 (경북 동해안 국가지질공원),,attraction,,,경상북도 경주시 문무대왕면 기림로 101-5,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
182,gyeongju-KTO12-2614490,gyeongju-KTO12-2614490,남산 화강암 (경북 동해안 국가지질공원),,attraction,,,경상북도 경주시 남산순환로 341-126 (배동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
183,gyeongju-KTO12-2742072,gyeongju-KTO12-2742072,삼릉숲,,attraction,,,경상북도 경주시 배동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
184,gyeongju-KTO12-2756802,gyeongju-KTO12-2756802,강동리조트 프라이빗콘도,,attraction,,,경상북도 경주시 보불로 391 (천군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
185,gyeongju-KTO12-2771020,gyeongju-KTO12-2771020,성호리조트,,attraction,,,경상북도 경주시 외동읍 영지로 636,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
186,gyeongju-KTO12-2774279,gyeongju-KTO12-2774279,분황사 청보리밭,,attraction,,,경상북도 경주시 분황로 94-11,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
187,gyeongju-KTO12-2774281,gyeongju-KTO12-2774281,보문숲머리먹거리촌,,attraction,,,경상북도 경주시 보문동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
188,gyeongju-KTO12-2951287,gyeongju-KTO12-2951287,월성이랑,,attraction,,,경상북도 경주시 인왕동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
189,gyeongju-KTO12-2992067,gyeongju-KTO12-2992067,경주 금리단길,,attraction,,,경상북도 경주시 원효로 127,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
190,gyeongju-KTO12-2997657,gyeongju-KTO12-2997657,경주축구공원,,attraction,,,경상북도 경주시 황성공원로 30 시민운동장,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
191,gyeongju-KTO12-319571,gyeongju-KTO12-319571,경주 경애왕릉,,attraction,,,경상북도 경주시 배동,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
