candidate_id,image_url,image_source_domain,image_source_type,source_page_url,license_evidence_url,license_checked_at,copyright_holder,license_type,license_verification,commercial_use,modification_use,attribution_required,required_attribution_text,operational_image_decision,evidence_level,decision_reason
busan-K-00240,http://tong.visitkorea.or.kr/cms/resource/61/2567961_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2569922. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00241,http://tong.visitkorea.or.kr/cms/resource/64/2568064_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2570213. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00242,http://tong.visitkorea.or.kr/cms/resource/96/2571096_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2571959. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00243,http://tong.visitkorea.or.kr/cms/resource/58/2571658_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2572851. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00244,http://tong.visitkorea.or.kr/cms/resource/06/2573206_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2574073. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00245,http://tong.visitkorea.or.kr/cms/resource/64/2686464_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2595879. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00246,http://tong.visitkorea.or.kr/cms/resource/55/2595455_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2596750. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00247,http://tong.visitkorea.or.kr/cms/resource/03/3342803_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2605602. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00249,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00251,http://tong.visitkorea.or.kr/cms/resource/89/2608289_image2_1.JPG,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2608181. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00252,http://tong.visitkorea.or.kr/cms/resource/93/2608593_image2_1.JPG,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2608459. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00253,http://tong.visitkorea.or.kr/cms/resource/11/2608611_image2_1.JPG,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2608470. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00255,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00256,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00257,http://tong.visitkorea.or.kr/cms/resource/37/3029337_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2614714. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00258,http://tong.visitkorea.or.kr/cms/resource/28/3589728_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2614716. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00259,http://tong.visitkorea.or.kr/cms/resource/24/2614724_image2_1.bmp,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2614725. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00260,http://tong.visitkorea.or.kr/cms/resource/66/2661666_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2614727. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00261,http://tong.visitkorea.or.kr/cms/resource/10/2616410_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2616370. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00262,http://tong.visitkorea.or.kr/cms/resource/16/2616416_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2616371. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00263,http://tong.visitkorea.or.kr/cms/resource/89/3575989_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2617724. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00264,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00265,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00266,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00267,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00268,http://tong.visitkorea.or.kr/cms/resource/90/3423190_image2_1.png,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2642681. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00269,http://tong.visitkorea.or.kr/cms/resource/01/3336601_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2643387. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00270,http://tong.visitkorea.or.kr/cms/resource/82/3561482_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2643873. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00271,http://tong.visitkorea.or.kr/cms/resource/16/3343716_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2650232. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00272,http://tong.visitkorea.or.kr/cms/resource/06/2720806_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2656194. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00273,http://tong.visitkorea.or.kr/cms/resource/48/2659248_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2659244. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00275,http://tong.visitkorea.or.kr/cms/resource/61/2795861_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2661452. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00276,http://tong.visitkorea.or.kr/cms/resource/72/2661472_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2661475. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00278,http://tong.visitkorea.or.kr/cms/resource/53/3552453_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2663187. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00279,http://tong.visitkorea.or.kr/cms/resource/14/2719514_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2663379. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00280,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00281,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00283,http://tong.visitkorea.or.kr/cms/resource/93/2668993_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2670518. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00284,http://tong.visitkorea.or.kr/cms/resource/91/2668991_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2670566. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00285,http://tong.visitkorea.or.kr/cms/resource/97/2670697_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2670611. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00286,http://tong.visitkorea.or.kr/cms/resource/46/3029246_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2674974. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00287,http://tong.visitkorea.or.kr/cms/resource/30/3552430_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2675011. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00288,http://tong.visitkorea.or.kr/cms/resource/04/3575804_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2677748. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00289,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00290,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00291,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00292,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00293,http://tong.visitkorea.or.kr/cms/resource/32/2698332_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2701011. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00294,http://tong.visitkorea.or.kr/cms/resource/64/3579164_image2_1.png,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2702333. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00295,http://tong.visitkorea.or.kr/cms/resource/80/2642780_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2704645. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00296,http://tong.visitkorea.or.kr/cms/resource/26/3041326_image2_1.JPG,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2705325. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00297,http://tong.visitkorea.or.kr/cms/resource/20/2705420_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2705418. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00298,http://tong.visitkorea.or.kr/cms/resource/32/2709432_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2706774. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00299,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00300,http://tong.visitkorea.or.kr/cms/resource/71/3552571_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType1.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_1,verified,allowed,allowed,true,,usable,item_verified,KTO raw API의 cpyrhtDivCd=Type1 확인. source_record=2708108. 공공누리 1유형 — 출처표시 조건 충족 시 상업·수정 허용.
busan-K-00301,http://tong.visitkorea.or.kr/cms/resource/00/2646400_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2708164. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00302,http://tong.visitkorea.or.kr/cms/resource/00/2708500_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2708667. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00303,http://tong.visitkorea.or.kr/cms/resource/53/2709453_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2708705. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00304,http://tong.visitkorea.or.kr/cms/resource/10/2714410_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2714406. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00305,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00306,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00309,http://tong.visitkorea.or.kr/cms/resource/57/2726957_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2726803. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00310,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00311,http://tong.visitkorea.or.kr/cms/resource/74/2729374_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2729157. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00312,http://tong.visitkorea.or.kr/cms/resource/69/2816269_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2731553. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00313,http://tong.visitkorea.or.kr/cms/resource/64/3491264_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2732397. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00314,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00315,http://tong.visitkorea.or.kr/cms/resource/79/2799379_image2_1.png,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2734175. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00316,http://tong.visitkorea.or.kr/cms/resource/55/2735855_image2_1.JPG,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2734243. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00317,http://tong.visitkorea.or.kr/cms/resource/80/2735780_image2_1.JPG,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2734674. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00318,http://tong.visitkorea.or.kr/cms/resource/74/2736074_image2_1.png,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2736088. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00319,http://tong.visitkorea.or.kr/cms/resource/30/3080230_image2_1.JPG,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2736392. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00320,http://tong.visitkorea.or.kr/cms/resource/98/2741698_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2741526. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
busan-K-00321,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00322,,,,,,2026-07-25,,unknown,unverified,unknown,unknown,unknown,,no_image,unverified,이미지 URL 없음
busan-K-00323,http://tong.visitkorea.or.kr/cms/resource/30/2744930_image2_1.jpg,tong.visitkorea.or.kr,tourapi_cdn,,https://www.kogl.or.kr/info/licenseType3.do,2026-07-26,KTO / 한국관광공사 또는 원저작자 (미확인),kogl_3,verified,allowed,prohibited,true,,usable,item_verified,"KTO raw API의 cpyrhtDivCd=Type3 확인. source_record=2744582. 공공누리 3유형 — 출처표시 조건 충족 시 상업 허용, 수정 금지."
